    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 1075,          1536,             464,            693,     11762,        1410,       3749,              ,                ,               ,    19040,      10506,      8673
 1076,          1537,             464,            708,     11733,        1417,       3726,              ,                ,               ,    19063,      10526,      8134
 1077,          1538,             464,            690,     11630,        1406,       3801,              ,                ,               ,    19084,      10531,      7911
 1078,          1539,             464,            686,     11711,        1393,       3752,              ,                ,               ,    19108,      10549,      8377
 1079,          1540,             464,            714,     11872,        1403,       4035,              ,                ,               ,    19133,      10559,      8061
 1080,          1541,             464,            708,     11915,        1409,       3866,              ,                ,               ,    19154,      10567,      8094
 1081,          1542,             464,            931,     11826,        1414,       3804,              ,                ,               ,    19174,      10575,      8139
 1082,          1543,             464,            693,     11771,        1413,       3720,              ,                ,               ,    19195,      10586,      8359
 1083,          1546,             466,            720,     12168,        1422,       3929,              ,                ,               ,    19216,      10604,      8535
 1084,          1547,             466,            876,     12139,        1426,       3995,              ,                ,               ,    19232,      10608,      7968
 1085,          1548,             466,           1178,     12136,        1428,       4136,              ,                ,               ,    19257,      10625,      8024
 1086,          1549,             466,            701,     11991,        1423,       3879,              ,                ,               ,    19279,      10640,      8880
 1087,          1550,             466,            830,     11987,        1407,       4135,              ,                ,               ,    19302,      10647,      9730
 1088,          1551,             466,            776,     12008,        1418,       3937,              ,                ,               ,    19325,      10662,      8592
 1089,          1553,             467,            738,     11898,        1414,       3889,              ,                ,               ,    19351,      10672,      8904
 1090,          1554,             467,            752,     11908,        1414,       3949,              ,                ,               ,    19369,      10685,      8481
 1091,          1555,             467,            775,     11898,        1424,       3764,              ,                ,               ,    19386,      10694,      8058
 1092,          1556,             467,            697,     11932,        1424,       3932,              ,                ,               ,    19408,      10705,      8145
 1093,          1557,             467,            728,     11884,        1434,       3757,              ,                ,               ,    19432,      10718,      8278
 1094,          1559,             468,            717,     11814,        1414,       4213,              ,                ,               ,    19452,      10729,      8138
 1095,          1560,             468,            698,     12442,        1408,       3921,              ,                ,               ,    19479,      10746,      8384
 1096,          1561,             468,            716,     12468,        1412,       4008,              ,                ,               ,    19506,      10758,      8167
 1097,          1563,             469,           1063,     12010,        1428,       4028,              ,                ,               ,    19523,      10768,      8416
 1098,          1566,             471,            716,     11979,        1439,       4337,              ,                ,               ,    19545,      10779,      8522
 1099,          1567,             471,            747,     12001,        1450,       4169,              ,                ,               ,    19564,      10781,      8240
 1100,          1568,             471,            712,     12017,        1452,       3801,              ,                ,               ,    19581,      10789,      8170
 1101,          1569,             471,            964,     11903,        1434,       4102,              ,                ,               ,    19614,      10816,      8552
 1102,          1571,             472,            721,     12002,        1426,       4259,              ,                ,               ,    19635,      10823,      8172
 1103,          1572,             472,            721,     12525,        1439,       3982,              ,                ,               ,    19657,      10836,      9508
 1104,          1573,             472,            728,     12913,        1419,       4135,              ,                ,               ,    19679,      10851,      8790
 1105,          1574,             472,            783,     12577,        1460,       4024,              ,                ,               ,    19699,      10852,      8269
 1106,          1575,             472,            723,     12631,        1435,       4871,              ,                ,               ,    19716,      10862,      8520
 1107,          1577,             473,            706,     12389,        1429,       4011,              ,                ,               ,    19740,      10876,      8790
 1108,          1578,             473,            756,     12231,        1438,       4202,              ,                ,               ,    19761,      10899,      9174
 1109,          1579,             473,           1068,     12367,        1464,       4636,              ,                ,               ,    19781,      10897,      9522
 1110,          1580,             473,            727,     12375,        1462,       4079,              ,                ,               ,    19807,      10918,      9262
 1111,          1581,             473,            723,     12117,        1465,       3957,              ,                ,               ,    19833,      10921,      8900
 1112,          1582,             473,            726,     12058,        1455,       4062,              ,                ,               ,    19846,      10935,     10314
 1113,          1583,             473,            710,     12638,        1458,       4086,              ,                ,               ,    19868,      10953,      8739
 1114,          1584,             473,            708,     12579,        1450,       4479,              ,                ,               ,    19886,      10957,      8969
 1115,          1585,             473,            771,     12454,        1455,       4611,              ,                ,               ,    19918,      10971,      8786
 1116,          1586,             473,            769,     12494,        1456,       4232,              ,                ,               ,    19930,      10979,      8502
 1117,          1587,             473,            760,     13837,        1455,       4442,              ,                ,               ,    19957,      10996,      8416
 1118,          1588,             473,            712,     14030,        1463,       5268,              ,                ,               ,    19983,      11006,      8711
 1119,          1589,             473,            710,     12418,        1456,       3921,              ,                ,               ,    20001,      11020,      8593
 1120,          1590,             473,            710,     12407,        1450,       3918,              ,                ,               ,    20021,      11033,      8717
 1121,          1591,             473,            746,     12569,        1449,       4061,              ,                ,               ,    20041,      11045,      8648
 1122,          1592,             473,            712,     13004,        1453,       4695,              ,                ,               ,    20071,      11064,      8484
 1123,          1593,             473,            712,     12569,        1483,       4059,              ,                ,               ,    20087,      11068,      8933
 1124,          1594,             473,            713,     12580,        1484,       4028,              ,                ,               ,    20107,      11078,      8577
 1125,          1595,             473,            737,     13287,        1484,       4315,              ,                ,               ,    20130,      11084,      8395
 1126,          1596,             473,            727,     13246,        1459,       4477,              ,                ,               ,    20150,      11098,      8482
 1127,          1597,             473,            719,     12250,        1450,       3869,              ,                ,               ,    20177,      11116,      8783
 1128,          1598,             473,            720,     12274,        1450,       3993,              ,                ,               ,    20194,      11126,      9080
 1129,          1599,             473,            784,     12281,        1462,       4016,              ,                ,               ,    20209,      11126,      9152
 1130,          1600,             473,            704,     12259,        1453,       4208,              ,                ,               ,    20239,      11151,      8480
 1131,          1601,             473,            714,     12737,        1460,       4566,              ,                ,               ,    20261,      11157,      8558
 1132,          1602,             473,            706,     12786,        1459,       4009,              ,                ,               ,    20278,      11171,      9131
 1133,          1604,             474,            801,     12627,        1467,       3991,              ,                ,               ,    20306,      11190,      8912
 1134,          1607,             476,            757,     12576,        1463,       4235,              ,                ,               ,    20330,      11201,      8940
 1135,          1608,             476,            725,     12405,        1490,       4431,              ,                ,               ,    20346,      11214,      8868
 1136,          1609,             476,            731,     12421,        1492,       4137,              ,                ,               ,    20368,      11225,      8696
 1137,          1611,             477,            728,     12689,        1482,       4020,              ,                ,               ,    20384,      11225,      8888
 1138,          1612,             477,            719,     12492,        1493,       3968,              ,                ,               ,    20409,      11232,      8886
 1139,          1613,             477,            756,     12750,        1485,       4140,              ,                ,               ,    20427,      11245,      9465
 1140,          1614,             477,            738,     12878,        1490,       4212,              ,                ,               ,    20454,      11262,      9160
 1141,          1615,             477,            762,     13298,        1486,       4732,              ,                ,               ,    20483,      11287,      9447
 1142,          1616,             477,            992,     13311,        1487,       4573,              ,                ,               ,    20497,      11297,      9300
 1143,          1617,             477,            720,     12548,        1496,       3936,              ,                ,               ,    20525,      11300,      9150
 1144,          1619,             478,            897,     12601,        1484,       4046,              ,                ,               ,    20542,      11318,      9098
 1145,          1622,             480,            718,     12637,        1499,       4194,              ,                ,               ,    20567,      11329,      8617
 1146,          1626,             483,           1024,     12600,        1492,       4215,              ,                ,               ,    20588,      11342,      8760
 1147,          1627,             483,            739,     12701,        1501,       4431,              ,                ,               ,    20607,      11347,      8941
 1148,          1628,             483,            757,     12766,        1508,       4078,              ,                ,               ,    20632,      11355,      8996
 1149,          1629,             483,            742,     12700,        1497,       4178,              ,                ,               ,    20646,      11364,      8982
 1150,          1631,             484,            719,     12697,        1484,       4648,              ,                ,               ,    20666,      11380,      9201
 1151,          1632,             484,            748,     12750,        1503,       4149,              ,                ,               ,    20695,      11391,      9257
 1152,          1633,             484,            724,     12799,        1509,       4090,              ,                ,               ,    20710,      11400,      9089
 1153,          1634,             484,            743,     12613,        1509,       4062,              ,                ,               ,    20736,      11424,      8783
 1154,          1635,             484,            764,     12680,        1519,       5022,              ,                ,               ,    20763,      11436,      9132
 1155,          1637,             485,            735,     12765,        1516,       4638,              ,                ,               ,    20774,      11436,      8924
 1156,          1638,             485,            869,     12717,        1508,       4374,              ,                ,               ,    20798,      11455,      8829
 1157,          1639,             485,           1121,     13013,        1510,       4468,              ,                ,               ,    20825,      11462,      9219
 1158,          1640,             485,            732,     12958,        1516,       4359,              ,                ,               ,    20848,      11475,      9045
 1159,          1641,             485,            764,     12866,        1510,       4211,              ,                ,               ,    20868,      11486,      9750
 1160,          1642,             485,            749,     12875,        1508,       4201,              ,                ,               ,    20886,      11505,      9584
 1161,          1643,             485,            736,     12711,        1519,       4053,              ,                ,               ,    20909,      11508,      9205
 1162,          1645,             486,            743,     12780,        1521,       4087,              ,                ,               ,    20922,      11523,      9105
 1163,          1647,             487,            749,     12734,        1515,       4087,              ,                ,               ,    20949,      11536,      9493
 1164,          1650,             489,            798,     12626,        1519,       4130,              ,                ,               ,    20966,      11550,      8856
 1165,          1651,             489,            750,     12921,        1511,       4189,              ,                ,               ,    20989,      11559,      8930
 1166,          1652,             489,            749,     12931,        1514,       4418,              ,                ,               ,    21012,      11569,      8974
 1167,          1653,             489,            738,     12701,        1507,       4065,              ,                ,               ,    21040,      11582,      8943
 1168,          1654,             489,            743,     12732,        1501,       4133,              ,                ,               ,    21062,      11598,      9283
 1169,          1655,             489,            767,     13027,        1506,       4595,              ,                ,               ,    21079,      11609,      9218
 1170,          1656,             489,            765,     13135,        1510,       4287,              ,                ,               ,    21094,      11619,      8888
 1171,          1657,             489,            729,     12796,        1515,       4135,              ,                ,               ,    21123,      11626,      9100
 1172,          1658,             489,            745,     12959,        1518,       6396,              ,                ,               ,    21152,      11647,      9178
 1173,          1659,             489,            736,     13042,        1524,       4190,              ,                ,               ,    21174,      11664,     10054
 1174,          1661,             490,            773,     13054,        1526,       4250,              ,                ,               ,    21197,      11673,      9582
 1175,          1662,             490,            791,     12886,        1534,       4495,              ,                ,               ,    21218,      11676,      9365
 1176,          1663,             490,           1140,     12857,        1526,       5903,              ,                ,               ,    21233,      11685,     10400
 1177,          1664,             490,            787,     13059,        1529,       4602,              ,                ,               ,    21253,      11701,      9527
 1178,          1665,             490,            774,     13080,        1544,       4281,              ,                ,               ,    21270,      11712,      9697
 1179,          1666,             490,            796,     13076,        1548,       5324,              ,                ,               ,    21294,      11726,      9478
 1180,          1668,             491,            747,     13058,        1542,       4168,              ,                ,               ,    21326,      11734,      9017
 1181,          1671,             493,            736,     12903,        1528,       4151,              ,                ,               ,    21348,      11743,      9695
 1182,          1672,             493,            755,     12927,        1537,       4127,              ,                ,               ,    21369,      11762,      9342
 1183,          1673,             493,            745,     12875,        1533,       4149,              ,                ,               ,    21393,      11773,      8935
 1184,          1674,             493,            739,     12897,        1538,       4495,              ,                ,               ,    21408,      11776,      9030
 1185,          1676,             494,           1212,     13378,        1564,       4263,              ,                ,               ,    21429,      11790,      9816
 1186,          1677,             494,            762,     13131,        1554,       4197,              ,                ,               ,    21447,      11804,      9313
 1187,          1678,             494,            747,     14106,        1553,       4793,              ,                ,               ,    21469,      11816,      8871
 1188,          1679,             494,            755,     14135,        1555,       4644,              ,                ,               ,    21488,      11826,      8949
 1189,          1680,             494,            774,     13700,        1564,       6296,              ,                ,               ,    21509,      11838,     11593
 1190,          1681,             494,            812,     13722,        1563,       4348,              ,                ,               ,    21543,      11857,      9003
 1191,          1682,             494,            763,     13567,        1536,       4540,              ,                ,               ,    21558,      11868,      9416
 1192,          1685,             496,            757,     13484,        1557,       4526,              ,                ,               ,    21570,      11869,      9301
 1193,          1686,             496,            751,     13141,        1533,       4371,              ,                ,               ,    21598,      11886,      9328
 1194,          1690,             499,            762,     13199,        1540,       4906,              ,                ,               ,    21616,      11900,      8911
 1195,          1691,             499,            840,     12981,        1538,       4288,              ,                ,               ,    21637,      11906,      9169
 1196,          1692,             499,            769,     13022,        1546,       4184,              ,                ,               ,    21662,      11924,      9415
 1197,          1694,             500,            758,     13316,        1581,       4252,              ,                ,               ,    21673,      11926,      9933
 1198,          1697,             502,            799,     13328,        1578,       4374,              ,                ,               ,    21697,      11944,      9163
 1199,          1699,             503,            765,     13161,        1577,       4399,              ,                ,               ,    21723,      11957,      9180
 1200,          1700,             503,            761,     13331,        1574,       4554,              ,                ,               ,    21750,      11968,      9364
 1201,          1701,             503,            821,     13243,        1582,       4478,              ,                ,               ,    21769,      11986,      9308
 1202,          1703,             504,            764,     13699,        1578,       4336,              ,                ,               ,    21794,      11991,      9597
 1203,          1704,             504,            766,     13474,        1587,       4403,              ,                ,               ,    21810,      12003,      9805
 1204,          1705,             504,            754,     13493,        1590,       4409,              ,                ,               ,    21836,      12018,      9239
 1205,          1706,             504,            784,     13938,        1586,       4661,              ,                ,               ,    21858,      12029,      9288
 1206,          1708,             505,            758,     13988,        1590,       4838,              ,                ,               ,    21875,      12036,      9180
 1207,          1711,             507,            895,     13431,        1590,       4323,              ,                ,               ,    21899,      12046,      9340
 1208,          1712,             507,            757,     13261,        1587,       4328,              ,                ,               ,    21922,      12066,      9550
 1209,          1713,             507,            801,     13249,        1584,       4326,              ,                ,               ,    21948,      12078,      9271
 1210,          1714,             507,            789,     13316,        1594,       4394,              ,                ,               ,    21969,      12084,      9967
 1211,          1715,             507,            777,     13284,        1590,       4431,              ,                ,               ,    21994,      12099,      9239
 1212,          1716,             507,            804,     13540,        1593,       4367,              ,                ,               ,    22009,      12110,      9392
 1213,          1717,             507,            757,     13486,        1589,       4627,              ,                ,               ,    22033,      12123,      9327
 1214,          1718,             507,            770,     13663,        1604,       4328,              ,                ,               ,    22054,      12132,      9894
 1215,          1719,             507,            817,     13416,        1573,       4602,              ,                ,               ,    22077,      12145,      9774
 1216,          1720,             507,            801,     13423,        1575,       4407,              ,                ,               ,    22097,      12149,     10075
 1217,          1722,             508,            804,     13400,        1584,       4317,              ,                ,               ,    22117,      12171,      9415
 1218,          1723,             508,           1101,     13359,        1582,       4250,              ,                ,               ,    22145,      12183,      9418
 1219,          1724,             508,            846,     13399,        1600,       4394,              ,                ,               ,    22160,      12185,      9251
 1220,          1725,             508,            772,     13365,        1606,       4695,              ,                ,               ,    22176,      12199,      9448
 1221,          1727,             509,            799,     13360,        1602,       4429,              ,                ,               ,    22204,      12210,      9449
 1222,          1728,             509,            775,     13584,        1601,       4311,              ,                ,               ,    22228,      12227,      9896
 1223,          1729,             509,            779,     13599,        1588,       4327,              ,                ,               ,    22254,      12239,     10128
 1224,          1730,             509,           1170,     13635,        1595,       4661,              ,                ,               ,    22272,      12250,     10336
 1225,          1731,             509,            794,     13719,        1631,       4525,              ,                ,               ,    22299,      12270,      9852
 1226,          1732,             509,            793,     13847,        1614,       4532,              ,                ,               ,    22316,      12276,      9554
 1227,          1733,             509,            794,     13981,        1616,       5510,              ,                ,               ,    22330,      12281,      9475
 1228,          1734,             509,            800,     13948,        1609,       4659,              ,                ,               ,    22352,      12293,      9645
 1229,          1736,             510,            807,     13737,        1599,       4839,              ,                ,               ,    22380,      12313,      9638
 1230,          1740,             513,            776,     13500,        1618,       4631,              ,                ,               ,    22405,      12323,      9996
 1231,          1741,             513,            799,     13477,        1614,       4512,              ,                ,               ,    22423,      12332,     10243
 1232,          1742,             513,            780,     13765,        1590,       4363,              ,                ,               ,    22447,      12357,      9778
 1233,          1743,             513,            826,     13749,        1587,       4464,              ,                ,               ,    22471,      12360,      9757
 1234,          1745,             514,            786,     13928,        1600,       4579,              ,                ,               ,    22490,      12366,     10481
 1235,          1747,             515,            842,     13678,        1625,       4675,              ,                ,               ,    22503,      12375,      9755
 1236,          1748,             515,            809,     13695,        1625,       5212,              ,                ,               ,    22531,      12396,      9657
 1237,          1749,             515,            829,     13583,        1616,       4606,              ,                ,               ,    22554,      12401,      9723
 1238,          1750,             515,            791,     13708,        1605,       4359,              ,                ,               ,    22579,      12417,      9847
 1239,          1751,             515,           1069,     13655,        1636,       5288,              ,                ,               ,    22600,      12436,     10120
 1240,          1752,             515,            817,     13540,        1620,       4533,              ,                ,               ,    22620,      12445,     10264
 1241,          1754,             516,            808,     13675,        1633,       4525,              ,                ,               ,    22643,      12456,      9881
 1242,          1756,             517,            841,     13745,        1649,       4841,              ,                ,               ,    22657,      12461,     10431
 1243,          1760,             520,            790,     13679,        1626,       4403,              ,                ,               ,    22684,      12473,      9671
 1244,          1761,             520,            790,     13709,        1634,       4381,              ,                ,               ,    22705,      12490,      9973
 1245,          1762,             520,            797,     13756,        1636,       4629,              ,                ,               ,    22724,      12499,     10149
 1246,          1764,             521,            786,     13893,        1615,       4911,              ,                ,               ,    22751,      12517,      9624
 1247,          1766,             522,            824,     14242,        1632,       4816,              ,                ,               ,    22770,      12523,      9866
 1248,          1770,             525,            793,     14270,        1637,       4543,              ,                ,               ,    22801,      12539,     10457
 1249,          1771,             525,            799,     14082,        1618,       4478,              ,                ,               ,    22814,      12548,      9868
 1250,          1772,             525,            798,     14097,        1624,       4482,              ,                ,               ,    22840,      12562,      9799
 1251,          1774,             526,            797,     14265,        1641,       4883,              ,                ,               ,    22854,      12566,      9809
 1252,          1777,             528,            819,     14228,        1648,       4918,              ,                ,               ,    22879,      12581,      9878
 1253,          1781,             531,            807,     13890,        1626,       4485,              ,                ,               ,    22900,      12589,     10437
 1254,          1782,             531,           1000,     14347,        1656,       5013,              ,                ,               ,    22924,      12607,     10733
 1255,          1783,             531,            864,     13935,        1651,       4735,              ,                ,               ,    22950,      12626,     13944
 1256,          1784,             531,           1094,     13921,        1657,       5279,              ,                ,               ,    22965,      12631,     10612
 1257,          1785,             531,           1029,     13902,        1623,       4704,              ,                ,               ,    22992,      12642,     10078
 1258,          1786,             531,            822,     13811,        1637,       4547,              ,                ,               ,    23014,      12663,     10289
 1259,          1787,             531,            806,     14228,        1663,       4637,              ,                ,               ,    23040,      12665,      9960
 1260,          1789,             532,            797,     13972,        1653,       4607,              ,                ,               ,    23069,      12686,     10540
 1261,          1792,             534,            866,     14558,        1634,       5011,              ,                ,               ,    23084,      12693,     11851
 1262,          1793,             534,            879,     14593,        1639,       5153,              ,                ,               ,    23101,      12706,     10498
 1263,          1794,             534,            827,     13898,        1638,       4925,              ,                ,               ,    23122,      12717,     10230
 1264,          1796,             535,            840,     13929,        1642,       5027,              ,                ,               ,    23147,      12727,      9731
 1265,          1799,             537,            827,     14218,        1651,       4888,              ,                ,               ,    23162,      12738,     10185
 1266,          1800,             537,            828,     14246,        1641,       5102,              ,                ,               ,    23193,      12762,     10309
 1267,          1801,             537,           1158,     14162,        1650,       4561,              ,                ,               ,    23208,      12768,      9901
 1268,          1802,             537,           1032,     14179,        1656,       4569,              ,                ,               ,    23225,      12769,     10344
 1269,          1803,             537,            941,     14421,        1687,       4888,              ,                ,               ,    23253,      12782,     10084
 1270,          1804,             537,           1005,     14361,        1667,       4707,              ,                ,               ,    23273,      12801,     10344
 1271,          1805,             537,            809,     14105,        1690,       4558,              ,                ,               ,    23298,      12812,     11492
 1272,          1806,             537,           1316,     14149,        1690,       5221,              ,                ,               ,    23319,      12820,     11097
 1273,          1808,             538,            889,     14385,        1679,       5315,              ,                ,               ,    23341,      12839,     10604
 1274,          1809,             538,            827,     14149,        1679,       4953,              ,                ,               ,    23365,      12852,     10806
 1275,          1810,             538,            880,     14209,        1691,       4925,              ,                ,               ,    23392,      12865,     10263
 1276,          1811,             538,            831,     14204,        1692,       4993,              ,                ,               ,    23407,      12874,     10083
 1277,          1812,             538,            814,     14061,        1675,       4454,              ,                ,               ,    23422,      12881,     10549
 1278,          1813,             538,            815,     14094,        1674,       4467,              ,                ,               ,    23453,      12908,     10337
 1279,          1815,             539,            808,     14250,        1668,       4549,              ,                ,               ,    23460,      12893,     10117
 1280,          1817,             540,            815,     14277,        1672,       4559,              ,                ,               ,    23482,      12909,     10376
 1281,          1818,             540,            814,     14283,        1678,       4518,              ,                ,               ,    23504,      12916,     10130
 1282,          1819,             540,            819,     14293,        1680,       4600,              ,                ,               ,    23526,      12931,     10052
 1283,          1820,             540,           1103,     14356,        1689,       4659,              ,                ,               ,    23547,      12938,      9983
 1284,          1821,             540,            820,     14341,        1688,       5503,              ,                ,               ,    23563,      12951,     14966
 1285,          1822,             540,            900,     14881,        1699,       6109,              ,                ,               ,    23593,      12962,     10371
 1286,          1823,             540,           1005,     14827,        1700,       5703,              ,                ,               ,    23605,      12975,     10911
 1287,          1824,             540,           1077,     14741,        1699,       5123,              ,                ,               ,    23627,      12984,     10464
 1288,          1825,             540,           1013,     14733,        1689,       4973,              ,                ,               ,    23662,      12995,     11347
 1289,          1827,             541,            996,     14657,        1694,       4778,              ,                ,               ,    23671,      13003,     11282
 1290,          1828,             541,            893,     14649,        1673,       4995,              ,                ,               ,    23695,      13026,     10831
 1291,          1829,             541,            881,     14576,        1690,       5002,              ,                ,               ,    23711,      13035,     10402
 1292,          1830,             541,            881,     14755,        1695,       4831,              ,                ,               ,    23751,      13058,     10650
 1293,          1831,             541,            891,     14669,        1704,       5242,              ,                ,               ,    23770,      13057,     10087
 1294,          1832,             541,           1026,     14778,        1699,       4944,              ,                ,               ,    23779,      13068,     10439
 1295,          1835,             543,            838,     14539,        1702,       4781,              ,                ,               ,    23804,      13079,     10174
 1296,          1836,             543,            951,     14318,        1701,       4955,              ,                ,               ,    23827,      13087,     10233
 1297,          1837,             543,           1101,     14575,        1702,       5131,              ,                ,               ,    23852,      13098,      9993
 1298,          1838,             543,            835,     14727,        1697,       5619,              ,                ,               ,    23875,      13110,     10854
 1299,          1840,             544,            983,     14616,        1703,       4823,              ,                ,               ,    23898,      13124,     11280
 1300,          1843,             546,           1015,     14657,        1713,       6441,              ,                ,               ,    23913,      13137,     10720
 1301,          1844,             546,            876,     14640,        1723,       4812,              ,                ,               ,    23942,      13148,     11190
 1302,          1845,             546,            839,     14622,        1715,       4847,              ,                ,               ,    23957,      13167,     11000
 1303,          1846,             546,            865,     14676,        1721,       4685,              ,                ,               ,    23983,      13180,     10930
 1304,          1847,             546,            847,     14673,        1725,       4815,              ,                ,               ,    24000,      13191,     10738
 1305,          1849,             547,            890,     14503,        1716,       5074,              ,                ,               ,    24017,      13195,     10272
 1306,          1850,             547,            842,     14698,        1723,       5393,              ,                ,               ,    24040,      13216,     10255
 1307,          1851,             547,            830,     14855,        1707,       5124,              ,                ,               ,    24067,      13223,     10177
 1308,          1853,             548,            863,     14847,        1715,       5395,              ,                ,               ,    24086,      13237,     10645
 1309,          1854,             548,           1064,     14739,        1738,       4960,              ,                ,               ,    24111,      13248,     10404
 1310,          1855,             548,            831,     14617,        1726,       4910,              ,                ,               ,    24125,      13263,     11682
 1311,          1856,             548,            858,     15323,        1721,       5991,              ,                ,               ,    24152,      13263,     11382
 1312,          1857,             548,            916,     15352,        1726,       5507,              ,                ,               ,    24176,      13288,     11569
 1313,          1859,             549,            887,     14745,        1738,       5121,              ,                ,               ,    24198,      13300,     10909
 1314,          1860,             549,            898,     14752,        1736,       4682,              ,                ,               ,    24224,      13303,     10685
 1315,          1861,             549,            855,     14751,        1736,       4779,              ,                ,               ,    24251,      13322,     10270
 1316,          1862,             549,            973,     14778,        1727,       4683,              ,                ,               ,    24276,      13338,     10477
 1317,          1863,             549,            859,     15023,        1727,       4791,              ,                ,               ,    24301,      13341,     10331
 1318,          1864,             549,           1011,     14810,        1729,       4909,              ,                ,               ,    24315,      13354,     10042
 1319,          1866,             550,            836,     14930,        1737,       5894,              ,                ,               ,    24336,      13356,     10583
 1320,          1867,             550,            842,     14845,        1748,       5223,              ,                ,               ,    24349,      13373,     10790
 1321,          1871,             553,            854,     14941,        1749,       5020,              ,                ,               ,    24365,      13377,     10512
 1322,          1876,             557,            859,     14925,        1739,       5015,              ,                ,               ,    24387,      13394,     10282
 1323,          1877,             557,            857,     15682,        1753,       5008,              ,                ,               ,    24414,      13408,     11987
 1324,          1878,             557,            873,     15710,        1759,       5301,              ,                ,               ,    24430,      13417,     10785
 1325,          1879,             557,            831,     14983,        1734,       5129,              ,                ,               ,    24459,      13428,     10642
 1326,          1880,             557,            871,     15245,        1753,       5102,              ,                ,               ,    24478,      13443,     11004
 1327,          1881,             557,            901,     15150,        1754,       4969,              ,                ,               ,    24503,      13456,     11222
 1328,          1882,             557,            943,     14953,        1755,       4980,              ,                ,               ,    24527,      13468,     10902
 1329,          1883,             557,            889,     15188,        1774,       5460,              ,                ,               ,    24543,      13478,     10893
 1330,          1884,             557,            916,     15246,        1773,       5166,              ,                ,               ,    24569,      13496,     10444
 1331,          1885,             557,            872,     14899,        1767,       4880,              ,                ,               ,    24583,      13499,     10493
 1332,          1886,             557,            873,     14909,        1768,       5110,              ,                ,               ,    24604,      13511,     10891
 1333,          1887,             557,            908,     15423,        1788,       5160,              ,                ,               ,    24629,      13521,     10800
 1334,          1888,             557,            854,     15153,        1786,       4998,              ,                ,               ,    24651,      13536,     10391
 1335,          1889,             557,            953,     14915,        1766,       4751,              ,                ,               ,    24675,      13549,     10583
 1336,          1890,             557,           1171,     14927,        1768,       4786,              ,                ,               ,    24696,      13563,     10619
 1337,          1891,             557,            849,     14997,        1777,       5193,              ,                ,               ,    24723,      13580,     10637
 1338,          1893,             558,            900,     15462,        1764,       4892,              ,                ,               ,    24746,      13592,     10881
